31;4;8;1;muon
28;2;9;0;electron
38;5;12;0;muon
34;4;9;0;muon
0;4;8;0;electron
27;4;8;0;muon
31;4;6;0;muon
22;3;9;0;electron
31;4;9;0;electron
33;4;10;0;muon
36;3;11;0;muon
23;4;8;0;electron
33;4;8;0;muon
26;4;8;0;muon
30;4;8;0;muon
36;5;8;0;muon
32;4;8;0;electron
34;4;6;0;muon
21;4;8;0;muon
20;4;8;0;electron
33;4;10;0;muon
39;4;10;0;muon
36;5;10;1;electron
13;5;11;1;muon
38;4;8;0;muon
0;5;8;0;electron
22;4;10;0;electron
36;3;8;0;muon
38;5;7;1;muon
36;4;10;0;muon
31;4;8;0;muon
36;5;12;0;muon
33;5;10;0;muon
32;4;8;1;electron
30;5;8;0;muon
37;4;8;0;muon
0;4;7;0;electron
33;3;9;0;muon
0;4;8;0;muon
39;5;7;0;muon
36;3;9;0;muon
28;3;8;0;muon
32;3;10;0;muon
40;3;10;1;muon
37;3;8;0;muon
31;4;8;0;muon
30;3;8;0;muon
33;4;8;0;muon
27;3;7;0;muon
36;3;10;1;electron
32;3;8;0;muon
31;3;6;0;muon
36;5;8;0;muon
26;3;10;0;muon
39;4;8;0;electron
34;5;8;0;electron
13;4;8;0;electron
31;4;8;1;electron
0;4;14;1;muon
40;4;8;0;muon
34;3;8;0;muon
17;4;8;0;muon
34;4;6;0;muon
38;4;10;0;muon
38;4;8;0;muon
32;4;10;0;muon
0;5;9;0;muon
31;4;8;1;muon
34;5;8;0;muon
33;4;8;0;muon
34;3;8;1;electron
35;4;8;0;electron
18;4;6;0;muon
40;3;8;0;muon
39;3;10;0;muon
34;4;8;0;muon
24;4;8;0;electron
23;4;8;0;muon
35;4;7;0;muon
37;4;8;1;muon
38;4;8;0;muon
14;5;8;0;electron
31;4;8;0;muon
32;4;12;0;muon
0;3;10;0;electron
0;5;8;0;muon
31;5;10;0;muon
38;4;6;0;electron
38;4;8;0;muon
22;4;9;0;muon
33;4;8;0;muon
21;4;7;0;muon
30;4;8;0;muon
32;3;10;0;muon
35;3;6;0;electron
37;4;8;0;electron
26;4;8;0;muon
32;4;11;0;muon
35;5;8;1;electron
32;4;8;0;electron
32;4;9;0;muon
35;4;8;0;muon
25;4;8;0;electron
34;3;8;0;muon
32;3;8;0;muon
34;4;8;0;electron
0;4;6;0;electron
36;4;8;1;muon
30;4;8;0;muon
9;4;8;0;muon
24;5;6;0;muon
0;5;10;1;muon
36;4;8;0;muon
21;5;8;0;muon
39;5;6;0;muon
36;4;8;0;muon
31;3;8;0;muon
30;4;11;0;electron
19;4;10;0;muon
33;4;8;0;muon
35;5;11;0;electron
34;4;8;0;muon
31;4;8;0;muon
40;4;8;0;muon
23;4;9;0;muon
35;4;7;1;muon
19;3;6;0;muon
37;4;8;0;electron
38;4;11;0;electron
33;4;9;0;electron
35;3;9;0;muon
34;3;9;0;muon
43;4;7;0;electron
0;3;8;0;electron
0;3;8;0;muon
0;3;8;0;muon
33;4;8;0;electron
26;4;8;0;electron
24;4;8;0;electron
35;4;6;0;muon
30;5;8;0;muon
24;5;6;0;electron
0;5;9;0;electron
42;4;8;0;electron
30;4;8;0;electron
34;4;8;0;electron
17;4;8;0;electron
0;4;8;0;electron
0;4;6;1;electron
0;5;8;0;electron
10;4;8;0;muon
38;5;10;1;muon
21;4;7;0;muon
36;4;10;0;muon
36;3;8;0;electron
17;4;8;0;electron
0;5;8;1;muon
36;4;8;0;muon
0;5;7;1;electron
0;4;6;0;electron
36;4;8;0;electron
0;4;6;0;electron
34;4;8;0;muon
37;4;8;1;muon
33;4;6;0;electron
27;4;8;0;muon
40;3;8;0;muon
33;4;8;0;electron
0;5;4;0;electron
0;7;8;0;muon
38;5;9;0;muon
35;5;8;0;muon
33;4;8;0;muon
27;4;8;0;muon
36;4;10;0;muon
27;4;8;0;muon
25;3;10;0;muon
34;3;12;0;electron
32;4;10;0;electron
24;3;8;1;muon
39;4;10;0;muon
10;4;10;0;muon
34;4;8;0;muon
35;3;10;0;muon
20;3;8;0;muon
32;3;8;0;muon
35;4;9;0;muon
